Municipios;Sexo;Periodo;Total
46132 Genovés, el;Total;2013;2.847
46132 Genovés, el;Total;2012;2.865
46132 Genovés, el;Total;2011;2.826
46132 Genovés, el;Total;2010;2.796
46132 Genovés, el;Total;2009;2.791
46132 Genovés, el;Total;2008;2.816
46132 Genovés, el;Total;2007;2.731
46132 Genovés, el;Total;2006;2.697
46132 Genovés, el;Total;2005;2.631
46132 Genovés, el;Total;2004;2.567
46132 Genovés, el;Total;2003;2.519
46132 Genovés, el;Total;2002;2.454
46132 Genovés, el;Total;2001;2.412
46132 Genovés, el;Total;2000;2.383
46132 Genovés, el;Total;1999;2.351
46132 Genovés, el;Total;1998;2.323
46132 Genovés, el;Total;1997;""
46132 Genovés, el;Total;1996;2.314
46133 Gestalgar;Total;2021;541
46133 Gestalgar;Total;2020;548
46133 Gestalgar;Total;2019;556
46133 Gestalgar;Total;2018;554
46133 Gestalgar;Total;2017;596
46133 Gestalgar;Total;2016;634
46133 Gestalgar;Total;2015;663
46133 Gestalgar;Total;2014;640
46133 Gestalgar;Total;2013;681
46133 Gestalgar;Total;2012;737
46133 Gestalgar;Total;2011;817
46133 Gestalgar;Total;2010;675
46133 Gestalgar;Total;2009;718
46133 Gestalgar;Total;2008;763
46133 Gestalgar;Total;2007;761
46133 Gestalgar;Total;2006;701
46133 Gestalgar;Total;2005;699
46133 Gestalgar;Total;2004;714
46133 Gestalgar;Total;2003;678
46133 Gestalgar;Total;2002;664
46133 Gestalgar;Total;2001;703
46133 Gestalgar;Total;2000;738
46133 Gestalgar;Total;1999;696
46133 Gestalgar;Total;1998;660
46133 Gestalgar;Total;1997;""
46133 Gestalgar;Total;1996;661
46134 Gilet;Total;2021;3.501
46134 Gilet;Total;2020;3.404
46134 Gilet;Total;2019;3.324
46134 Gilet;Total;2018;3.276
46134 Gilet;Total;2017;3.308
46134 Gilet;Total;2016;3.304
46134 Gilet;Total;2015;3.314
46134 Gilet;Total;2014;3.327
46134 Gilet;Total;2013;3.319
46134 Gilet;Total;2012;3.328
46134 Gilet;Total;2011;3.248
46134 Gilet;Total;2010;3.103
46134 Gilet;Total;2009;2.983
46134 Gilet;Total;2008;2.725
46134 Gilet;Total;2007;2.561
46134 Gilet;Total;2006;2.411
46134 Gilet;Total;2005;2.290
46134 Gilet;Total;2004;2.118
46134 Gilet;Total;2003;1.980
46134 Gilet;Total;2002;1.577
46134 Gilet;Total;2001;1.550
46134 Gilet;Total;2000;1.477
46134 Gilet;Total;1999;1.480
46134 Gilet;Total;1998;1.480
46134 Gilet;Total;1997;""
46134 Gilet;Total;1996;1.433
46135 Godella;Total;2021;13.027
46135 Godella;Total;2020;13.131
46135 Godella;Total;2019;13.088
46135 Godella;Total;2018;13.058
46135 Godella;Total;2017;13.031
46135 Godella;Total;2016;13.029
46135 Godella;Total;2015;13.071
46135 Godella;Total;2014;13.125
46135 Godella;Total;2013;13.226
46135 Godella;Total;2012;13.217
46135 Godella;Total;2011;13.242
46135 Godella;Total;2010;13.288
46135 Godella;Total;2009;13.240
46135 Godella;Total;2008;12.835
46135 Godella;Total;2007;12.993
46135 Godella;Total;2006;12.911
46135 Godella;Total;2005;12.581
46135 Godella;Total;2004;11.914
46135 Godella;Total;2003;11.729
46135 Godella;Total;2002;11.583
46135 Godella;Total;2001;11.264
46135 Godella;Total;2000;11.222
46135 Godella;Total;1999;11.058
46135 Godella;Total;1998;10.758
46135 Godella;Total;1997;""
46135 Godella;Total;1996;10.408
46136 Godelleta;Total;2021;3.714
46136 Godelleta;Total;2020;3.584
46136 Godelleta;Total;2019;3.533
46136 Godelleta;Total;2018;3.462
46136 Godelleta;Total;2017;3.391
46136 Godelleta;Total;2016;3.396
46136 Godelleta;Total;2015;3.380
46136 Godelleta;Total;2014;3.408
46136 Godelleta;Total;2013;3.441
46136 Godelleta;Total;2012;3.371
46136 Godelleta;Total;2011;3.353
46136 Godelleta;Total;2010;3.389
46136 Godelleta;Total;2009;3.329
46136 Godelleta;Total;2008;3.248
46136 Godelleta;Total;2007;3.038
46136 Godelleta;Total;2006;2.911
46136 Godelleta;Total;2005;2.728
46136 Godelleta;Total;2004;2.597
46136 Godelleta;Total;2003;2.426
46136 Godelleta;Total;2002;2.342
46136 Godelleta;Total;2001;2.247
46136 Godelleta;Total;2000;2.242
46136 Godelleta;Total;1999;2.174
46136 Godelleta;Total;1998;2.144
46136 Godelleta;Total;1997;""
46136 Godelleta;Total;1996;2.095
46137 Granja de la Costera, la;Total;2021;281
46137 Granja de la Costera, la;Total;2020;295
46137 Granja de la Costera, la;Total;2019;285
46137 Granja de la Costera, la;Total;2018;297
46137 Granja de la Costera, la;Total;2017;312
46137 Granja de la Costera, la;Total;2016;333
46137 Granja de la Costera, la;Total;2015;331
46137 Granja de la Costera, la;Total;2014;337
46137 Granja de la Costera, la;Total;2013;382
46137 Granja de la Costera, la;Total;2012;387
46137 Granja de la Costera, la;Total;2011;343
46137 Granja de la Costera, la;Total;2010;326
46137 Granja de la Costera, la;Total;2009;341
46137 Granja de la Costera, la;Total;2008;342
46137 Granja de la Costera, la;Total;2007;339
46137 Granja de la Costera, la;Total;2006;338
46137 Granja de la Costera, la;Total;2005;351
46137 Granja de la Costera, la;Total;2004;342
46137 Granja de la Costera, la;Total;2003;366
46137 Granja de la Costera, la;Total;2002;355
46137 Granja de la Costera, la;Total;2001;362
46137 Granja de la Costera, la;Total;2000;360
46137 Granja de la Costera, la;Total;1999;344
46137 Granja de la Costera, la;Total;1998;357
46137 Granja de la Costera, la;Total;1997;""
46137 Granja de la Costera, la;Total;1996;363
46138 Guadasséquies;Total;2021;459
46138 Guadasséquies;Total;2020;456
46138 Guadasséquies;Total;2019;468
46138 Guadasséquies;Total;2018;444
46138 Guadasséquies;Total;2017;459
46138 Guadasséquies;Total;2016;456
46138 Guadasséquies;Total;2015;466
46138 Guadasséquies;Total;2014;460
46138 Guadasséquies;Total;2013;457
46138 Guadasséquies;Total;2012;447
46138 Guadasséquies;Total;2011;437
46138 Guadasséquies;Total;2010;440
46138 Guadasséquies;Total;2009;447
46138 Guadasséquies;Total;2008;439
46138 Guadasséquies;Total;2007;430
46138 Guadasséquies;Total;2006;399
46138 Guadasséquies;Total;2005;386
46138 Guadasséquies;Total;2004;385
46138 Guadasséquies;Total;2003;385
46138 Guadasséquies;Total;2002;380
46138 Guadasséquies;Total;2001;379
46138 Guadasséquies;Total;2000;385
46138 Guadasséquies;Total;1999;377
46138 Guadasséquies;Total;1998;390
46138 Guadasséquies;Total;1997;""
46138 Guadasséquies;Total;1996;390
46139 Guadassuar;Total;2021;5.938
46139 Guadassuar;Total;2020;5.902
46139 Guadassuar;Total;2019;5.893
46139 Guadassuar;Total;2018;5.914
46139 Guadassuar;Total;2017;5.913
46139 Guadassuar;Total;2016;5.898
46139 Guadassuar;Total;2015;5.927
46139 Guadassuar;Total;2014;5.928
46139 Guadassuar;Total;2013;6.013
46139 Guadassuar;Total;2012;6.115
46139 Guadassuar;Total;2011;6.101
46139 Guadassuar;Total;2010;6.067
46139 Guadassuar;Total;2009;6.163
46139 Guadassuar;Total;2008;6.160
46139 Guadassuar;Total;2007;5.943
46139 Guadassuar;Total;2006;5.830
46139 Guadassuar;Total;2005;5.703
46139 Guadassuar;Total;2004;5.568
46139 Guadassuar;Total;2003;5.483
46139 Guadassuar;Total;2002;5.423
46139 Guadassuar;Total;2001;5.349
46139 Guadassuar;Total;2000;5.331
46139 Guadassuar;Total;1999;5.331
46139 Guadassuar;Total;1998;5.362
46139 Guadassuar;Total;1997;""
46139 Guadassuar;Total;1996;5.415
46140 Guardamar de la Safor;Total;2021;547
46140 Guardamar de la Safor;Total;2020;531
46140 Guardamar de la Safor;Total;2019;526
46140 Guardamar de la Safor;Total;2018;491
46140 Guardamar de la Safor;Total;2017;472
46140 Guardamar de la Safor;Total;2016;490
46140 Guardamar de la Safor;Total;2015;489
46140 Guardamar de la Safor;Total;2014;487
46140 Guardamar de la Safor;Total;2013;483
46140 Guardamar de la Safor;Total;2012;497
46140 Guardamar de la Safor;Total;2011;502
46140 Guardamar de la Safor;Total;2010;442
46140 Guardamar de la Safor;Total;2009;358
46140 Guardamar de la Safor;Total;2008;362
46140 Guardamar de la Safor;Total;2007;343
46140 Guardamar de la Safor;Total;2006;316
46140 Guardamar de la Safor;Total;2005;249
46140 Guardamar de la Safor;Total;2004;196
46140 Guardamar de la Safor;Total;2003;132
46140 Guardamar de la Safor;Total;2002;71
46140 Guardamar de la Safor;Total;2001;69
46140 Guardamar de la Safor;Total;2000;68
46140 Guardamar de la Safor;Total;1999;69
46140 Guardamar de la Safor;Total;1998;70
46140 Guardamar de la Safor;Total;1997;""
46140 Guardamar de la Safor;Total;1996;69
46141 Higueruelas;Total;2021;524
46141 Higueruelas;Total;2020;501
46141 Higueruelas;Total;2019;500
46141 Higueruelas;Total;2018;508
46141 Higueruelas;Total;2017;503
46141 Higueruelas;Total;2016;511
46141 Higueruelas;Total;2015;516
46141 Higueruelas;Total;2014;504
46141 Higueruelas;Total;2013;512
46141 Higueruelas;Total;2012;509
46141 Higueruelas;Total;2011;505
46141 Higueruelas;Total;2010;506
46141 Higueruelas;Total;2009;523
46141 Higueruelas;Total;2008;520
46141 Higueruelas;Total;2007;531
46141 Higueruelas;Total;2006;537
46141 Higueruelas;Total;2005;522
46141 Higueruelas;Total;2004;519
46141 Higueruelas;Total;2003;524
46141 Higueruelas;Total;2002;557
46141 Higueruelas;Total;2001;553
46141 Higueruelas;Total;2000;560
46141 Higueruelas;Total;1999;571
46141 Higueruelas;Total;1998;559
46141 Higueruelas;Total;1997;""
46141 Higueruelas;Total;1996;556
46142 Jalance;Total;2021;795
46142 Jalance;Total;2020;834
46142 Jalance;Total;2019;830
46142 Jalance;Total;2018;845
46142 Jalance;Total;2017;852
46142 Jalance;Total;2016;885
46142 Jalance;Total;2015;914
46142 Jalance;Total;2014;927
46142 Jalance;Total;2013;947
46142 Jalance;Total;2012;975
46142 Jalance;Total;2011;993
46142 Jalance;Total;2010;995
46142 Jalance;Total;2009;1.012
46142 Jalance;Total;2008;1.052
46142 Jalance;Total;2007;1.059
46142 Jalance;Total;2006;1.016
46142 Jalance;Total;2005;997
46142 Jalance;Total;2004;981
46142 Jalance;Total;2003;971
46142 Jalance;Total;2002;1.030
46142 Jalance;Total;2001;1.057
46142 Jalance;Total;2000;1.073
46142 Jalance;Total;1999;1.098
46142 Jalance;Total;1998;1.103
46142 Jalance;Total;1997;""
46142 Jalance;Total;1996;1.117
46144 Jarafuel;Total;2021;772
46144 Jarafuel;Total;2020;769
46144 Jarafuel;Total;2019;754
46144 Jarafuel;Total;2018;776
46144 Jarafuel;Total;2017;785
46144 Jarafuel;Total;2016;785
46144 Jarafuel;Total;2015;808
46144 Jarafuel;Total;2014;805
46144 Jarafuel;Total;2013;819
46144 Jarafuel;Total;2012;824
46144 Jarafuel;Total;2011;833
46144 Jarafuel;Total;2010;828
46144 Jarafuel;Total;2009;816
46144 Jarafuel;Total;2008;822
46144 Jarafuel;Total;2007;837
46144 Jarafuel;Total;2006;861
46144 Jarafuel;Total;2005;871
46144 Jarafuel;Total;2004;861
46144 Jarafuel;Total;2003;853
46144 Jarafuel;Total;2002;873
46144 Jarafuel;Total;2001;884
46144 Jarafuel;Total;2000;917
46144 Jarafuel;Total;1999;947
46144 Jarafuel;Total;1998;950
46144 Jarafuel;Total;1997;""
46144 Jarafuel;Total;1996;1.006
46154 Llanera de Ranes;Total;2021;1.056
46154 Llanera de Ranes;Total;2020;1.047
46154 Llanera de Ranes;Total;2019;1.055
46154 Llanera de Ranes;Total;2018;1.049
46154 Llanera de Ranes;Total;2017;1.042
46154 Llanera de Ranes;Total;2016;1.046
46154 Llanera de Ranes;Total;2015;1.058
46154 Llanera de Ranes;Total;2014;1.035
46154 Llanera de Ranes;Total;2013;1.098
46154 Llanera de Ranes;Total;2012;1.143
46154 Llanera de Ranes;Total;2011;1.159
46154 Llanera de Ranes;Total;2010;1.119
46154 Llanera de Ranes;Total;2009;1.107
46154 Llanera de Ranes;Total;2008;1.098
46154 Llanera de Ranes;Total;2007;1.077
46154 Llanera de Ranes;Total;2006;1.064
46154 Llanera de Ranes;Total;2005;1.056
46154 Llanera de Ranes;Total;2004;1.059
46154 Llanera de Ranes;Total;2003;1.111
46154 Llanera de Ranes;Total;2002;1.136
46154 Llanera de Ranes;Total;2001;1.072
46154 Llanera de Ranes;Total;2000;992
46154 Llanera de Ranes;Total;1999;1.028
46154 Llanera de Ranes;Total;1998;1.013
46154 Llanera de Ranes;Total;1997;""
46154 Llanera de Ranes;Total;1996;1.056
46155 Llaurí;Total;2021;1.169
46155 Llaurí;Total;2020;1.130
46155 Llaurí;Total;2019;1.170
46155 Llaurí;Total;2018;1.209
46155 Llaurí;Total;2017;1.221
46155 Llaurí;Total;2016;1.212
46155 Llaurí;Total;2015;1.233
46155 Llaurí;Total;2014;1.274
46155 Llaurí;Total;2013;1.318
46155 Llaurí;Total;2012;1.333
46155 Llaurí;Total;2011;1.306
46155 Llaurí;Total;2010;1.332
46155 Llaurí;Total;2009;1.313
46155 Llaurí;Total;2008;1.343
46155 Llaurí;Total;2007;1.318
46155 Llaurí;Total;2006;1.245
46155 Llaurí;Total;2005;1.229
46155 Llaurí;Total;2004;1.269
46155 Llaurí;Total;2003;1.315
46155 Llaurí;Total;2002;1.335
46155 Llaurí;Total;2001;1.347
46155 Llaurí;Total;2000;118
46155 Llaurí;Total;1999;1.263
46155 Llaurí;Total;1998;1.288
46155 Llaurí;Total;1997;""
46155 Llaurí;Total;1996;1.336
46147 Llíria;Total;2021;23.648
46147 Llíria;Total;2020;23.482
46147 Llíria;Total;2019;23.253
46147 Llíria;Total;2018;22.972
46147 Llíria;Total;2017;22.793
46147 Llíria;Total;2016;22.796
46147 Llíria;Total;2015;22.745
46147 Llíria;Total;2014;23.261
46147 Llíria;Total;2013;23.576
46147 Llíria;Total;2012;23.542
46147 Llíria;Total;2011;23.397
46147 Llíria;Total;2010;22.997
46147 Llíria;Total;2009;22.706
46147 Llíria;Total;2008;22.441
46147 Llíria;Total;2007;21.638
46147 Llíria;Total;2006;21.078
46147 Llíria;Total;2005;20.224
46147 Llíria;Total;2004;19.172
46147 Llíria;Total;2003;18.431
46147 Llíria;Total;2002;17.941
46147 Llíria;Total;2001;17.216
46147 Llíria;Total;2000;16.856
46147 Llíria;Total;1999;16.300
46147 Llíria;Total;1998;15.800
46147 Llíria;Total;1997;""
46147 Llíria;Total;1996;15.550
46152 Llocnou de la Corona;Total;2021;124
46152 Llocnou de la Corona;Total;2020;124
46152 Llocnou de la Corona;Total;2019;118
46152 Llocnou de la Corona;Total;2018;118
46152 Llocnou de la Corona;Total;2017;116
46152 Llocnou de la Corona;Total;2016;137
46152 Llocnou de la Corona;Total;2015;144
46152 Llocnou de la Corona;Total;2014;133
46152 Llocnou de la Corona;Total;2013;151
46152 Llocnou de la Corona;Total;2012;165
46152 Llocnou de la Corona;Total;2011;156
46152 Llocnou de la Corona;Total;2010;130
46152 Llocnou de la Corona;Total;2009;124
46152 Llocnou de la Corona;Total;2008;105
46152 Llocnou de la Corona;Total;2007;120
46152 Llocnou de la Corona;Total;2006;102
46152 Llocnou de la Corona;Total;2005;79
46152 Llocnou de la Corona;Total;2004;87
46152 Llocnou de la Corona;Total;2003;99
46152 Llocnou de la Corona;Total;2002;101
46152 Llocnou de la Corona;Total;2001;95
46152 Llocnou de la Corona;Total;2000;93
46152 Llocnou de la Corona;Total;1999;100
46152 Llocnou de la Corona;Total;1998;106
46152 Llocnou de la Corona;Total;1997;""
46152 Llocnou de la Corona;Total;1996;123
46153 Llocnou de Sant Jeroni;Total;2021;557
46153 Llocnou de Sant Jeroni;Total;2020;554
46153 Llocnou de Sant Jeroni;Total;2019;546
46153 Llocnou de Sant Jeroni;Total;2018;542
46153 Llocnou de Sant Jeroni;Total;2017;544
46153 Llocnou de Sant Jeroni;Total;2016;543
46153 Llocnou de Sant Jeroni;Total;2015;527
46153 Llocnou de Sant Jeroni;Total;2014;546
46153 Llocnou de Sant Jeroni;Total;2013;555
46153 Llocnou de Sant Jeroni;Total;2012;583
46153 Llocnou de Sant Jeroni;Total;2011;570
46153 Llocnou de Sant Jeroni;Total;2010;581
46153 Llocnou de Sant Jeroni;Total;2009;582
46153 Llocnou de Sant Jeroni;Total;2008;577
46153 Llocnou de Sant Jeroni;Total;2007;581
46153 Llocnou de Sant Jeroni;Total;2006;590
46153 Llocnou de Sant Jeroni;Total;2005;577
46153 Llocnou de Sant Jeroni;Total;2004;568
46153 Llocnou de Sant Jeroni;Total;2003;568
46153 Llocnou de Sant Jeroni;Total;2002;586
46153 Llocnou de Sant Jeroni;Total;2001;574
46153 Llocnou de Sant Jeroni;Total;2000;568
46153 Llocnou de Sant Jeroni;Total;1999;562
46153 Llocnou de Sant Jeroni;Total;1998;555
46153 Llocnou de Sant Jeroni;Total;1997;""
46153 Llocnou de Sant Jeroni;Total;1996;555
46151 Llocnou d'En Fenollet;Total;2021;912
46151 Llocnou d'En Fenollet;Total;2020;916
46151 Llocnou d'En Fenollet;Total;2019;916
46151 Llocnou d'En Fenollet;Total;2018;893
46151 Llocnou d'En Fenollet;Total;2017;887
46151 Llocnou d'En Fenollet;Total;2016;907
46151 Llocnou d'En Fenollet;Total;2015;919
46151 Llocnou d'En Fenollet;Total;2014;927
46151 Llocnou d'En Fenollet;Total;2013;928
46151 Llocnou d'En Fenollet;Total;2012;920
46151 Llocnou d'En Fenollet;Total;2011;898
46151 Llocnou d'En Fenollet;Total;2010;877
46151 Llocnou d'En Fenollet;Total;2009;854
46151 Llocnou d'En Fenollet;Total;2008;869
46151 Llocnou d'En Fenollet;Total;2007;855
46151 Llocnou d'En Fenollet;Total;2006;844
46151 Llocnou d'En Fenollet;Total;2005;832
46151 Llocnou d'En Fenollet;Total;2004;820
46151 Llocnou d'En Fenollet;Total;2003;795
46151 Llocnou d'En Fenollet;Total;2002;774
46151 Llocnou d'En Fenollet;Total;2001;791
46151 Llocnou d'En Fenollet;Total;2000;783
46151 Llocnou d'En Fenollet;Total;1999;766
46151 Llocnou d'En Fenollet;Total;1998;722
46151 Llocnou d'En Fenollet;Total;1997;""
46151 Llocnou d'En Fenollet;Total;1996;731
46156 Llombai;Total;2021;2.651
46156 Llombai;Total;2020;2.653
46156 Llombai;Total;2019;2.685
46156 Llombai;Total;2018;2.686
46156 Llombai;Total;2017;2.702
46156 Llombai;Total;2016;2.753
46156 Llombai;Total;2015;2.765
46156 Llombai;Total;2014;2.787
46156 Llombai;Total;2013;2.780
46156 Llombai;Total;2012;2.817
46156 Llombai;Total;2011;2.786
46156 Llombai;Total;2010;2.788
46156 Llombai;Total;2009;2.811
46156 Llombai;Total;2008;2.739
46156 Llombai;Total;2007;2.600
46156 Llombai;Total;2006;2.382
46156 Llombai;Total;2005;2.329
46156 Llombai;Total;2004;2.320
46156 Llombai;Total;2003;2.282
46156 Llombai;Total;2002;2.240
46156 Llombai;Total;2001;2.250
46156 Llombai;Total;2000;2.271
46156 Llombai;Total;1999;2.263
46156 Llombai;Total;1998;2.228
46156 Llombai;Total;1997;""
46156 Llombai;Total;1996;2.220
46157 Llosa de Ranes, la;Total;2021;3.687
46157 Llosa de Ranes, la;Total;2020;3.642
46157 Llosa de Ranes, la;Total;2019;3.575
46157 Llosa de Ranes, la;Total;2018;3.585
46157 Llosa de Ranes, la;Total;2017;3.599
46157 Llosa de Ranes, la;Total;2016;3.511
46157 Llosa de Ranes, la;Total;2015;3.575
46157 Llosa de Ranes, la;Total;2014;3.610
46157 Llosa de Ranes, la;Total;2013;3.721
46157 Llosa de Ranes, la;Total;2012;4.066
46157 Llosa de Ranes, la;Total;2011;4.078
46157 Llosa de Ranes, la;Total;2010;4.060
46157 Llosa de Ranes, la;Total;2009;3.968
46157 Llosa de Ranes, la;Total;2008;3.928
46157 Llosa de Ranes, la;Total;2007;3.748
46157 Llosa de Ranes, la;Total;2006;3.627
46157 Llosa de Ranes, la;Total;2005;3.712
46157 Llosa de Ranes, la;Total;2004;3.725
46157 Llosa de Ranes, la;Total;2003;3.753
46157 Llosa de Ranes, la;Total;2002;3.694
46157 Llosa de Ranes, la;Total;2001;3.656
46157 Llosa de Ranes, la;Total;2000;3.622
46157 Llosa de Ranes, la;Total;1999;3.620
46157 Llosa de Ranes, la;Total;1998;3.686
46157 Llosa de Ranes, la;Total;1997;""
46157 Llosa de Ranes, la;Total;1996;3.640
46150 Llutxent;Total;2021;2.315
46150 Llutxent;Total;2020;2.326
46150 Llutxent;Total;2019;2.345
46150 Llutxent;Total;2018;2.373
46150 Llutxent;Total;2017;2.367
46150 Llutxent;Total;2016;2.402
46150 Llutxent;Total;2015;2.422
46150 Llutxent;Total;2014;2.452
46150 Llutxent;Total;2013;2.491
46150 Llutxent;Total;2012;2.508
46150 Llutxent;Total;2011;2.538
46150 Llutxent;Total;2010;2.580
46150 Llutxent;Total;2009;2.588
46150 Llutxent;Total;2008;2.588
46150 Llutxent;Total;2007;2.571
46150 Llutxent;Total;2006;2.574
46150 Llutxent;Total;2005;2.526
46150 Llutxent;Total;2004;2.512
46150 Llutxent;Total;2003;2.499
46150 Llutxent;Total;2002;2.456
46150 Llutxent;Total;2001;2.416
46150 Llutxent;Total;2000;2.412
46150 Llutxent;Total;1999;2.394
46150 Llutxent;Total;1998;2.378
46150 Llutxent;Total;1997;""
46150 Llutxent;Total;1996;2.377
46148 Loriguilla;Total;2021;2.027
46148 Loriguilla;Total;2020;2.035
46148 Loriguilla;Total;2019;2.025
46148 Loriguilla;Total;2018;1.984
46148 Loriguilla;Total;2017;1.985
46148 Loriguilla;Total;2016;1.998
46148 Loriguilla;Total;2015;1.953
46148 Loriguilla;Total;2014;1.879
46148 Loriguilla;Total;2013;1.852
46148 Loriguilla;Total;2012;1.827
46148 Loriguilla;Total;2011;1.686
46148 Loriguilla;Total;2010;1.534
46148 Loriguilla;Total;2009;1.433
46148 Loriguilla;Total;2008;1.364
46148 Loriguilla;Total;2007;1.256
46148 Loriguilla;Total;2006;1.259
46148 Loriguilla;Total;2005;1.202
46148 Loriguilla;Total;2004;1.177
46148 Loriguilla;Total;2003;1.100
46148 Loriguilla;Total;2002;1.015
46148 Loriguilla;Total;2001;1.006
46148 Loriguilla;Total;2000;1.005
46148 Loriguilla;Total;1999;1.003
46148 Loriguilla;Total;1998;1.003
46148 Loriguilla;Total;1997;""
46148 Loriguilla;Total;1996;1.004
46149 Losa del Obispo;Total;2021;531
46149 Losa del Obispo;Total;2020;505
46149 Losa del Obispo;Total;2019;507
46149 Losa del Obispo;Total;2018;504
46149 Losa del Obispo;Total;2017;510
46149 Losa del Obispo;Total;2016;514
46149 Losa del Obispo;Total;2015;502
46149 Losa del Obispo;Total;2014;510
46149 Losa del Obispo;Total;2013;571
46149 Losa del Obispo;Total;2012;574
46149 Losa del Obispo;Total;2011;564
46149 Losa del Obispo;Total;2010;566
46149 Losa del Obispo;Total;2009;557
46149 Losa del Obispo;Total;2008;580
46149 Losa del Obispo;Total;2007;523
46149 Losa del Obispo;Total;2006;514
46149 Losa del Obispo;Total;2005;504
46149 Losa del Obispo;Total;2004;478
46149 Losa del Obispo;Total;2003;455
46149 Losa del Obispo;Total;2002;431
46149 Losa del Obispo;Total;2001;434
46149 Losa del Obispo;Total;2000;450
46149 Losa del Obispo;Total;1999;456
46149 Losa del Obispo;Total;1998;462
46149 Losa del Obispo;Total;1997;""
46149 Losa del Obispo;Total;1996;469
46158 Macastre;Total;2021;1.338
46158 Macastre;Total;2020;1.300
46158 Macastre;Total;2019;1.283
46158 Macastre;Total;2018;1.240
46158 Macastre;Total;2017;1.236
46158 Macastre;Total;2016;1.237
46158 Macastre;Total;2015;1.249
46158 Macastre;Total;2014;1.262
46158 Macastre;Total;2013;1.208
46158 Macastre;Total;2012;1.308
46158 Macastre;Total;2011;1.341
46158 Macastre;Total;2010;1.331
46158 Macastre;Total;2009;1.331
46158 Macastre;Total;2008;1.293
46158 Macastre;Total;2007;1.299
46158 Macastre;Total;2006;1.201
46158 Macastre;Total;2005;1.162
46158 Macastre;Total;2004;1.137
46158 Macastre;Total;2003;1.105
46158 Macastre;Total;2002;1.066
46158 Macastre;Total;2001;1.068
46158 Macastre;Total;2000;1.050
46158 Macastre;Total;1999;1.000
46158 Macastre;Total;1998;1.000
46158 Macastre;Total;1997;""
46158 Macastre;Total;1996;997
46159 Manises;Total;2021;31.287
46159 Manises;Total;2020;31.240
46159 Manises;Total;2019;30.919
46159 Manises;Total;2018;30.693
46159 Manises;Total;2017;30.630
46159 Manises;Total;2016;30.704
46159 Manises;Total;2015;30.807
46159 Manises;Total;2014;30.834
46159 Manises;Total;2013;31.057
46159 Manises;Total;2012;31.066
46159 Manises;Total;2011;30.747
46159 Manises;Total;2010;30.508
46159 Manises;Total;2009;30.508
46159 Manises;Total;2008;30.478
46159 Manises;Total;2007;29.778
46159 Manises;Total;2006;29.717
46159 Manises;Total;2005;28.866
46159 Manises;Total;2004;28.040
46159 Manises;Total;2003;26.655
46159 Manises;Total;2002;26.460
46159 Manises;Total;2001;25.897
46159 Manises;Total;2000;25.939
46159 Manises;Total;1999;25.912
46159 Manises;Total;1998;24.140
46159 Manises;Total;1997;""
46159 Manises;Total;1996;25.170
46160 Manuel;Total;2021;2.452
46160 Manuel;Total;2020;2.436
46160 Manuel;Total;2019;2.428
46160 Manuel;Total;2018;2.439
46160 Manuel;Total;2017;2.448
46160 Manuel;Total;2016;2.459
46160 Manuel;Total;2015;2.507
46160 Manuel;Total;2014;2.543
46160 Manuel;Total;2013;2.562
46160 Manuel;Total;2012;2.546
46160 Manuel;Total;2011;2.625
46160 Manuel;Total;2010;2.627
46160 Manuel;Total;2009;2.670
46160 Manuel;Total;2008;2.693
46160 Manuel;Total;2007;2.570
46160 Manuel;Total;2006;2.533
46160 Manuel;Total;2005;2.506
46160 Manuel;Total;2004;2.497
46160 Manuel;Total;2003;2.428
46160 Manuel;Total;2002;2.436
46160 Manuel;Total;2001;2.429
46160 Manuel;Total;2000;2.426
46160 Manuel;Total;1999;2.460
46160 Manuel;Total;1998;2.425
46160 Manuel;Total;1997;""
46160 Manuel;Total;1996;2.411
46161 Marines;Total;2021;1.894
46161 Marines;Total;2020;1.848
46161 Marines;Total;2019;1.828
46161 Marines;Total;2018;1.828
46161 Marines;Total;2017;1.858
46161 Marines;Total;2016;1.869
46161 Marines;Total;2015;1.859
46161 Marines;Total;2014;1.872
46161 Marines;Total;2013;1.843
46161 Marines;Total;2012;1.850
46161 Marines;Total;2011;1.832
46161 Marines;Total;2010;1.795
46161 Marines;Total;2009;1.771
46161 Marines;Total;2008;1.688
46161 Marines;Total;2007;1.566
46161 Marines;Total;2006;1.526
46161 Marines;Total;2005;1.498
46161 Marines;Total;2004;1.464
46161 Marines;Total;2003;1.443
46161 Marines;Total;2002;1.437
46161 Marines;Total;2001;1.414
46161 Marines;Total;2000;1.406
46161 Marines;Total;1999;1.348
46161 Marines;Total;1998;1.341
46161 Marines;Total;1997;""
46161 Marines;Total;1996;1.305
46162 Massalavés;Total;2021;1.632
46162 Massalavés;Total;2020;1.610
46162 Massalavés;Total;2019;1.596
46162 Massalavés;Total;2018;1.575
46162 Massalavés;Total;2017;1.596
46162 Massalavés;Total;2016;1.571
46162 Massalavés;Total;2015;1.597
46162 Massalavés;Total;2014;1.617
46162 Massalavés;Total;2013;1.649
46162 Massalavés;Total;2012;1.640
46162 Massalavés;Total;2011;1.636
46162 Massalavés;Total;2010;1.658
46162 Massalavés;Total;2009;1.665
46162 Massalavés;Total;2008;1.635
46162 Massalavés;Total;2007;1.652
46162 Massalavés;Total;2006;1.629
46162 Massalavés;Total;2005;1.563
